Polo¾ka           ;Název                         ;M.SK    ;ZV;REF.;DATUM   ;CAS     ;UZIVATEL   ;CENA       
CCE-15-14-73KKPG32;Electrical components-CH26    ;D110    ;81;P50 ;08/09/20;07:18:39;ZDZD       ;    1060.91
CCE-15-14-73KKPG33;Electrical components-CH25    ;D110    ;81;P50 ;08/09/20;07:18:40;ZDZD       ;    1110.88
CCE-15-14-B8NAA316;Electrical components-CH34    ;D110    ;81;P50 ;08/09/20;07:18:41;ZDZD       ;    1295.32
CCE-15-14-B8NAA317;Electrical components-CH33    ;D110    ;81;P50 ;08/09/20;07:18:41;ZDZD       ;    1295.32
CCE-15-14-B8NAA318;Electrical components-CH32    ;D110    ;81;P50 ;08/09/20;07:18:41;ZDZD       ;    1243.61
CCE-15-14-B8NAA319;Electrical components-CH35    ;D110    ;81;P50 ;08/09/20;07:18:42;ZDZD       ;    1295.32
CCE-15-14-CX03LINK;Electrical components-CF83    ;D110    ;81;P50 ;10/09/20;07:27:09;MIRKA      ;     967.09
CCE-15-14-CX07LINK;Electrical components-CH17    ;D110    ;81;P50 ;10/09/20;07:25:46;THONOVAP   ;     969.48
CCE-15-14-H1NAA585;Electrical components-CH24    ;D110    ;81;P50 ;08/09/20;07:18:40;ZDZD       ;    1090.27
CCE-15-14-H1NAA586;Electrical components-CH23    ;D110    ;81;P50 ;08/09/20;07:18:40;ZDZD       ;    1135.31
CCE-15-14-H1NAA587;Electrical components-CH22    ;D110    ;81;P50 ;08/09/20;07:18:41;ZDZD       ;    1027.56
CCE-15-14-H1NAA588;Electrical components-CH21    ;D110    ;81;P50 ;08/09/20;07:18:44;ZDZD       ;    1027.56
CCE-15-15-45NSLNT1;Drive set-CH16                ;D110    ;81;P50 ;08/09/20;07:18:42;ZDZD       ;     987.69
CCE-15-15-45NSLNT2;Drive set-CH15                ;D110    ;81;P50 ;08/09/20;07:18:42;ZDZD       ;     987.69
CCE-15-15-45NSLNT3;Drive set-CH14                ;D110    ;81;P50 ;08/09/20;07:18:42;ZDZD       ;     982.68
CCE-15-15-45NSLNT4;Drive set-CH13                ;D110    ;81;P50 ;08/09/20;07:18:43;ZDZD       ;     982.68
CCE-15-15-45NSLNT5;Drive set-CH12                ;D110    ;81;P50 ;08/09/20;07:18:43;ZDZD       ;     992.77
CCE-15-15-45NSLNT6;Drive set-CH11                ;D110    ;81;P50 ;08/09/20;07:18:43;ZDZD       ;     953.52
CCE-15-15-45NSLNT7;Drive set-CH10                ;D110    ;81;P50 ;08/09/20;07:18:43;ZDZD       ;    1179.57
CCE-15-15-45NSLNT8;Drive set-CH09                ;D110    ;81;P50 ;08/09/20;07:18:43;ZDZD       ;    1130.87
CCE-15-15-73KKPG32;Drive set-CH26                ;D110    ;81;P50 ;08/09/20;07:18:39;ZDZD       ;    1060.91
CCE-15-15-73KKPG33;Drive set-CH25                ;D110    ;81;P50 ;08/09/20;07:18:40;ZDZD       ;    1110.88
CCE-15-15-B8NAA316;Drive set-CH34                ;D110    ;81;P50 ;08/09/20;07:18:41;ZDZD       ;    1295.32
CCE-15-15-B8NAA317;Drive set-CH33                ;D110    ;81;P50 ;08/09/20;07:18:41;ZDZD       ;    1295.32
CCE-15-15-B8NAA318;Drive set-CH32                ;D110    ;81;P50 ;08/09/20;07:18:41;ZDZD       ;    1243.61
CCE-15-15-B8NAA319;Drive set-CH35                ;D110    ;81;P50 ;08/09/20;07:18:42;ZDZD       ;    1295.32
CCE-15-15-CX03LINK;Drive set-CF83                ;D110    ;81;P50 ;10/09/20;07:29:48;MIRKA      ;     967.09
CCE-15-15-CX07LINK;Drive set-CH17                ;D110    ;81;P50 ;10/09/20;07:26:26;THONOVAP   ;     969.48
CCE-15-15-H1NAA585;Drive set-CH24                ;D110    ;81;P50 ;08/09/20;07:18:40;ZDZD       ;    1090.27
CCE-15-15-H1NAA586;Drive set-CH23                ;D110    ;81;P50 ;08/09/20;07:18:40;ZDZD       ;    1135.31
CCE-15-15-H1NAA587;Drive set-CH22                ;D110    ;81;P50 ;08/09/20;07:18:41;ZDZD       ;    1027.56
CCE-15-15-H1NAA588;Drive set-CH21                ;D110    ;81;P50 ;08/09/20;07:18:44;ZDZD       ;    1027.56
CCE-15-16-45NSLNT1;Spring set-CH16               ;D110    ;81;P50 ;08/09/20;07:18:42;ZDZD       ;     987.69
CCE-15-16-45NSLNT2;Spring set-CH15               ;D110    ;81;P50 ;08/09/20;07:18:42;ZDZD       ;     987.69
CCE-15-16-45NSLNT3;Spring set-CH14               ;D110    ;81;P50 ;08/09/20;07:18:42;ZDZD       ;     982.68
CCE-15-16-45NSLNT4;Spring set-CH13               ;D110    ;81;P50 ;08/09/20;07:18:43;ZDZD       ;     982.68
CCE-15-16-45NSLNT5;Spring set-CH12               ;D110    ;81;P50 ;08/09/20;07:18:43;ZDZD       ;     992.77
CCE-15-16-45NSLNT6;Spring set-CH11               ;D110    ;81;P50 ;08/09/20;07:18:43;ZDZD       ;     953.52
CCE-15-16-45NSLNT7;Spring set-CH10               ;D110    ;81;P50 ;08/09/20;07:18:43;ZDZD       ;    1179.57
CCE-15-16-45NSLNT8;Spring set-CH09               ;D110    ;81;P50 ;08/09/20;07:18:43;ZDZD       ;    1130.87
CCE-15-16-73KKPG32;Spring set-CH26               ;D110    ;81;P50 ;08/09/20;07:18:40;ZDZD       ;    1060.91
CCE-15-16-73KKPG33;Spring set-CH25               ;D110    ;81;P50 ;08/09/20;07:18:40;ZDZD       ;    1110.88
CCE-15-16-B8NAA316;Spring set-CH34               ;D110    ;81;P50 ;08/09/20;07:18:41;ZDZD       ;    1295.32
CCE-15-16-B8NAA317;Spring set-CH33               ;D110    ;81;P50 ;08/09/20;07:18:41;ZDZD       ;    1295.32
CCE-15-16-B8NAA318;Spring set-CH32               ;D110    ;81;P50 ;08/09/20;07:18:41;ZDZD       ;    1243.61
CCE-15-16-B8NAA319;Spring set-CH35               ;D110    ;81;P50 ;08/09/20;07:18:42;ZDZD       ;    1295.32
CCE-15-16-CX03LINK;Spring set-CF83               ;D110    ;81;P50 ;10/09/20;07:30:54;MIRKA      ;     967.09
CCE-15-16-CX07LINK;Spring set-CH17               ;D110    ;81;P50 ;10/09/20;07:28:57;THONOVAP   ;     969.48
CCE-15-16-H1NAA585;Spring set-CH24               ;D110    ;81;P50 ;08/09/20;07:18:40;ZDZD       ;    1090.27
CCE-15-16-H1NAA586;Spring set-CH23               ;D110    ;81;P50 ;08/09/20;07:18:40;ZDZD       ;    1135.31
CCE-15-16-H1NAA587;Spring set-CH22               ;D110    ;81;P50 ;08/09/20;07:18:41;ZDZD       ;    1027.56
CCE-15-16-H1NAA588;Spring set-CH21               ;D110    ;81;P50 ;08/09/20;07:18:44;ZDZD       ;    1027.56
CCE-15-17-45NSLNT1;Rail holders set-CH16         ;D110    ;81;P50 ;08/09/20;07:18:42;ZDZD       ;     987.69
CCE-15-17-45NSLNT2;Rail holders set-CH15         ;D110    ;81;P50 ;08/09/20;07:18:42;ZDZD       ;     987.69
CCE-15-17-45NSLNT3;Rail holders set-CH14         ;D110    ;81;P50 ;08/09/20;07:18:42;ZDZD       ;     982.68
CCE-15-17-45NSLNT4;Rail holders set-CH13         ;D110    ;81;P50 ;08/09/20;07:18:43;ZDZD       ;     982.68
CCE-15-17-45NSLNT5;Rail holders set-CH12         ;D110    ;81;P50 ;08/09/20;07:18:43;ZDZD       ;     992.77
CCE-15-17-45NSLNT6;Rail holders set-CH11         ;D110    ;81;P50 ;08/09/20;07:18:43;ZDZD       ;     953.52
CCE-15-17-45NSLNT7;Rail holders set-CH10         ;D110    ;81;P50 ;08/09/20;07:18:43;ZDZD       ;    1179.57
CCE-15-17-45NSLNT8;Rail holders set-CH09         ;D110    ;81;P50 ;08/09/20;07:18:43;ZDZD       ;    1130.87
CCE-15-17-73KKPG32;Rail holders set-CH26         ;D110    ;81;P50 ;08/09/20;07:18:40;ZDZD       ;    1060.91
CCE-15-17-73KKPG33;Rail holders set-CH25         ;D110    ;81;P50 ;08/09/20;07:18:40;ZDZD       ;    1110.88
CCE-15-17-B8NAA316;Rail holders set-CH34         ;D110    ;81;P50 ;08/09/20;07:18:41;ZDZD       ;    1295.32
CCE-15-17-B8NAA317;Rail holders set-CH33         ;D110    ;81;P50 ;08/09/20;07:18:41;ZDZD       ;    1295.32
CCE-15-17-B8NAA318;Rail holders set-CH32         ;D110    ;81;P50 ;08/09/20;07:18:41;ZDZD       ;    1243.61
CCE-15-17-B8NAA319;Rail holders set-CH35         ;D110    ;81;P50 ;08/09/20;07:18:42;ZDZD       ;    1295.32
CCE-15-17-CX03LINK;Rail holders set-CF83         ;D110    ;81;P50 ;10/09/20;07:33:39;MIRKA      ;     967.09
CCE-15-17-CX07LINK;Rail holders set-CH17         ;D110    ;81;P50 ;10/09/20;07:30:01;THONOVAP   ;     969.48
CCE-15-17-H1NAA585;Rail holders set-CH24         ;D110    ;81;P50 ;08/09/20;07:18:40;ZDZD       ;    1090.27
CCE-15-17-H1NAA586;Rail holders set-CH23         ;D110    ;81;P50 ;08/09/20;07:18:40;ZDZD       ;    1135.31
CCE-15-17-H1NAA587;Rail holders set-CH22         ;D110    ;81;P50 ;08/09/20;07:18:41;ZDZD       ;    1027.56
CCE-15-17-H1NAA588;Rail holders set-CH21         ;D110    ;81;P50 ;08/09/20;07:18:44;ZDZD       ;    1027.56
CCE-15-18-45NSLNT1;Plate set-CH16                ;D110    ;81;P50 ;08/09/20;07:18:42;ZDZD       ;     987.69
CCE-15-18-45NSLNT2;Plate set-CH15                ;D110    ;81;P50 ;08/09/20;07:18:42;ZDZD       ;     987.69
CCE-15-18-45NSLNT3;Plate set-CH14                ;D110    ;81;P50 ;08/09/20;07:18:42;ZDZD       ;     982.68
CCE-15-18-45NSLNT4;Plate set-CH13                ;D110    ;81;P50 ;08/09/20;07:18:43;ZDZD       ;     982.68
CCE-15-18-45NSLNT5;Plate set-CH12                ;D110    ;81;P50 ;08/09/20;07:18:43;ZDZD       ;     992.77
CCE-15-18-45NSLNT6;Plate set-CH11                ;D110    ;81;P50 ;08/09/20;07:18:43;ZDZD       ;     953.52
CCE-15-18-45NSLNT7;Plate set-CH10                ;D110    ;81;P50 ;08/09/20;07:18:43;ZDZD       ;    1179.57
CCE-15-18-45NSLNT8;Plate set-CH09                ;D110    ;81;P50 ;08/09/20;07:18:43;ZDZD       ;    1130.87
CCE-15-18-73KKPG32;Plate set-CH26                ;D110    ;81;P50 ;08/09/20;07:18:40;ZDZD       ;    1060.91
CCE-15-18-73KKPG33;Plate set-CH25                ;D110    ;81;P50 ;08/09/20;07:18:40;ZDZD       ;    1110.88
CCE-15-18-B8NAA316;Plate set-CH34                ;D110    ;81;P50 ;08/09/20;07:18:41;ZDZD       ;    1295.32
CCE-15-18-B8NAA317;Plate set-CH33                ;D110    ;81;P50 ;08/09/20;07:18:41;ZDZD       ;    1295.32
CCE-15-18-B8NAA318;Plate set-CH32                ;D110    ;81;P50 ;08/09/20;07:18:41;ZDZD       ;    1243.61
CCE-15-18-B8NAA319;Plate set-CH35                ;D110    ;81;P50 ;08/09/20;07:18:42;ZDZD       ;    1295.32
CCE-15-18-CX03LINK;Plate set-CF83                ;D110    ;81;P50 ;10/09/20;07:42:54;MIRKA      ;     967.09
CCE-15-18-CX07LINK;Plate set-CH17                ;D110    ;81;P50 ;10/09/20;07:32:55;THONOVAP   ;     969.48
CCE-15-18-H1NAA585;Plate set-CH24                ;D110    ;81;P50 ;08/09/20;07:18:40;ZDZD       ;    1090.27
CCE-15-18-H1NAA586;Plate set-CH23                ;D110    ;81;P50 ;08/09/20;07:18:40;ZDZD       ;    1135.31
CCE-15-18-H1NAA587;Plate set-CH22                ;D110    ;81;P50 ;08/09/20;07:18:41;ZDZD       ;    1027.56
CCE-15-18-H1NAA588;Plate set-CH21                ;D110    ;81;P50 ;08/09/20;07:18:44;ZDZD       ;    1027.56
CCE-15-19-45NSLNT1;S30 set-CH16                  ;D110    ;81;P50 ;08/09/20;07:18:42;ZDZD       ;     987.69
CCE-15-19-45NSLNT2;S30 set-CH15                  ;D110    ;81;P50 ;08/09/20;07:18:42;ZDZD       ;     987.69
CCE-15-19-45NSLNT3;S30 set-CH14                  ;D110    ;81;P50 ;08/09/20;07:18:42;ZDZD       ;     982.68
CCE-15-19-45NSLNT4;S30 set-CH13                  ;D110    ;81;P50 ;08/09/20;07:18:43;ZDZD       ;     982.68
CCE-15-19-45NSLNT5;S30 set-CH12                  ;D110    ;81;P50 ;08/09/20;07:18:43;ZDZD       ;     992.77
CCE-15-19-45NSLNT6;S30 set-CH11                  ;D110    ;81;P50 ;08/09/20;07:18:43;ZDZD       ;     953.52
CCE-15-19-45NSLNT7;S30 set-CH10                  ;D110    ;81;P50 ;08/09/20;07:18:43;ZDZD       ;    1179.57
CCE-15-19-45NSLNT8;S30 set-CH09                  ;D110    ;81;P50 ;08/09/20;07:18:43;ZDZD       ;    1130.87
CCE-15-19-73KKPG32;S30 set-CH26                  ;D110    ;81;P50 ;08/09/20;07:18:40;ZDZD       ;    1060.91
CCE-15-19-73KKPG33;S30 set-CH25                  ;D110    ;81;P50 ;08/09/20;07:18:40;ZDZD       ;    1110.88
CCE-15-19-B8NAA316;S30 set-CH34                  ;D110    ;81;P50 ;08/09/20;07:18:41;ZDZD       ;    1295.32
CCE-15-19-B8NAA317;S30 set-CH33                  ;D110    ;81;P50 ;08/09/20;07:18:41;ZDZD       ;    1295.32
CCE-15-19-B8NAA318;S30 set-CH32                  ;D110    ;81;P50 ;08/09/20;07:18:41;ZDZD       ;    1243.61
CCE-15-19-B8NAA319;S30 set-CH35                  ;D110    ;81;P50 ;08/09/20;07:18:42;ZDZD       ;    1295.32
CCE-15-19-CX03LINK;S30 set-CF83                  ;D110    ;81;P50 ;10/09/20;07:43:36;MIRKA      ;     967.09
CCE-15-19-CX07LINK;S30 set-CH17                  ;D110    ;81;P50 ;10/09/20;07:34:15;THONOVAP   ;     969.48
CCE-15-19-H1NAA585;S30 set-CH24                  ;D110    ;81;P50 ;08/09/20;07:18:40;ZDZD       ;    1090.27
CCE-15-19-H1NAA586;S30 set-CH23                  ;D110    ;81;P50 ;08/09/20;07:18:40;ZDZD       ;    1135.31
CCE-15-19-H1NAA587;S30 set-CH22                  ;D110    ;81;P50 ;08/09/20;07:18:41;ZDZD       ;    1027.56
CCE-15-19-H1NAA588;S30 set-CH21                  ;D110    ;81;P50 ;08/09/20;07:18:44;ZDZD       ;    1027.56
CCE-15-2-45NSLNT1 ;Handrail chain-CH16           ;D110    ;81;P50 ;08/09/20;07:18:42;ZDZD       ;     987.69
CCE-15-2-45NSLNT2 ;Handrail chain-CH15           ;D110    ;81;P50 ;08/09/20;07:18:42;ZDZD       ;     987.69
CCE-15-2-45NSLNT3 ;Handrail chain-CH14           ;D110    ;81;P50 ;08/09/20;07:18:42;ZDZD       ;     982.68
CCE-15-2-45NSLNT4 ;Handrail chain-CH13           ;D110    ;81;P50 ;08/09/20;07:18:43;ZDZD       ;     982.68
CCE-15-2-45NSLNT5 ;Handrail chain-CH12           ;D110    ;81;P50 ;08/09/20;07:18:43;ZDZD       ;     992.77
CCE-15-2-45NSLNT6 ;Handrail chain-CH11           ;D110    ;81;P50 ;08/09/20;07:18:43;ZDZD       ;     953.52
CCE-15-2-45NSLNT7 ;Handrail chain-CH10           ;D110    ;81;P50 ;08/09/20;07:18:43;ZDZD       ;    1179.57
CCE-15-2-45NSLNT8 ;Handrail chain-CH09           ;D110    ;81;P50 ;08/09/20;07:18:44;ZDZD       ;    1130.87
CCE-15-2-73KKPG32 ;Handrail chain-CH26           ;D110    ;81;P50 ;08/09/20;07:18:40;ZDZD       ;    1060.91
CCE-15-2-73KKPG33 ;Handrail chain-CH25           ;D110    ;81;P50 ;08/09/20;07:18:40;ZDZD       ;    1110.88
CCE-15-2-B8NAA316 ;Handrail chain-CH34           ;D110    ;81;P50 ;08/09/20;07:18:41;ZDZD       ;    1295.32
CCE-15-2-B8NAA317 ;Handrail chain-CH33           ;D110    ;81;P50 ;08/09/20;07:18:41;ZDZD       ;    1295.32
CCE-15-2-B8NAA318 ;Handrail chain-CH32           ;D110    ;81;P50 ;08/09/20;07:18:41;ZDZD       ;    1243.61
CCE-15-2-B8NAA319 ;Handrail chain-CH35           ;D110    ;81;P50 ;08/09/20;07:18:42;ZDZD       ;    1295.32
CCE-15-2-CX03LINK ;Handrail chain-CF83           ;D110    ;81;P50 ;10/09/20;07:44:22;MIRKA      ;     967.09
CCE-15-2-CX07LINK ;Handrail chain-CH17           ;D110    ;81;P50 ;10/09/20;07:35:34;THONOVAP   ;     969.48
CCE-15-2-H1NAA585 ;Handrail chain-CH24           ;D110    ;81;P50 ;08/09/20;07:18:40;ZDZD       ;    1090.27
CCE-15-2-H1NAA586 ;Handrail chain-CH23           ;D110    ;81;P50 ;08/09/20;07:18:40;ZDZD       ;    1135.31
CCE-15-2-H1NAA587 ;Handrail chain-CH22           ;D110    ;81;P50 ;08/09/20;07:18:41;ZDZD       ;    1027.56
CCE-15-2-H1NAA588 ;Handrail chain-CH21           ;D110    ;81;P50 ;08/09/20;07:18:44;ZDZD       ;    1027.56
CCE-15-20-45NSLNT1;S-Profiles set-CH16           ;D110    ;81;P50 ;08/09/20;07:18:42;ZDZD       ;     987.69
CCE-15-20-45NSLNT2;S-Profiles set-CH15           ;D110    ;81;P50 ;08/09/20;07:18:42;ZDZD       ;     987.69
CCE-15-20-45NSLNT3;S-Profiles set-CH14           ;D110    ;81;P50 ;08/09/20;07:18:42;ZDZD       ;     982.68
CCE-15-20-45NSLNT4;S-Profiles set-CH13           ;D110    ;81;P50 ;08/09/20;07:18:43;ZDZD       ;     982.68
CCE-15-20-45NSLNT5;S-Profiles set-CH12           ;D110    ;81;P50 ;08/09/20;07:18:43;ZDZD       ;     992.77
CCE-15-20-45NSLNT6;S-Profiles set-CH11           ;D110    ;81;P50 ;08/09/20;07:18:43;ZDZD       ;     953.52
CCE-15-20-45NSLNT7;S-Profiles set-CH10           ;D110    ;81;P50 ;08/09/20;07:18:43;ZDZD       ;    1179.57
CCE-15-20-45NSLNT8;S-Profiles set-CH09           ;D110    ;81;P50 ;08/09/20;07:18:43;ZDZD       ;    1130.87
CCE-15-20-73KKPG32;S-Profiles set-CH26           ;D110    ;81;P50 ;08/09/20;07:18:40;ZDZD       ;    1060.91
CCE-15-20-73KKPG33;S-Profiles set-CH25           ;D110    ;81;P50 ;08/09/20;07:18:40;ZDZD       ;    1110.88
CCE-15-20-B8NAA316;S-Profiles set-CH34           ;D110    ;81;P50 ;08/09/20;07:18:41;ZDZD       ;    1295.32
CCE-15-20-B8NAA317;S-Profiles set-CH33           ;D110    ;81;P50 ;08/09/20;07:18:41;ZDZD       ;    1295.32
CCE-15-20-B8NAA318;S-Profiles set-CH32           ;D110    ;81;P50 ;08/09/20;07:18:41;ZDZD       ;    1243.61
CCE-15-20-B8NAA319;S-Profiles set-CH35           ;D110    ;81;P50 ;08/09/20;07:18:42;ZDZD       ;    1295.32
CCE-15-20-CX03LINK;S-Profiles set-CF83           ;D110    ;81;P50 ;10/09/20;07:45:19;MIRKA      ;     967.09
CCE-15-20-CX07LINK;S-Profiles set-CH17           ;D110    ;81;P50 ;10/09/20;07:36:15;THONOVAP   ;     969.48
CCE-15-20-H1NAA585;S-Profiles set-CH24           ;D110    ;81;P50 ;08/09/20;07:18:40;ZDZD       ;    1090.27
CCE-15-20-H1NAA586;S-Profiles set-CH23           ;D110    ;81;P50 ;08/09/20;07:18:40;ZDZD       ;    1135.31
CCE-15-20-H1NAA587;S-Profiles set-CH22           ;D110    ;81;P50 ;08/09/20;07:18:41;ZDZD       ;    1027.56
CCE-15-20-H1NAA588;S-Profiles set-CH21           ;D110    ;81;P50 ;08/09/20;07:18:44;ZDZD       ;    1027.56
CCE-15-21-45NSLNT1;OP50 set-CH16                 ;D110    ;81;P50 ;08/09/20;07:18:42;ZDZD       ;     987.69
CCE-15-21-45NSLNT2;OP50 set-CH15                 ;D110    ;81;P50 ;08/09/20;07:18:42;ZDZD       ;     987.69
CCE-15-21-45NSLNT3;OP50 set-CH14                 ;D110    ;81;P50 ;08/09/20;07:18:42;ZDZD       ;     982.68
CCE-15-21-45NSLNT4;OP50 set-CH13                 ;D110    ;81;P50 ;08/09/20;07:18:43;ZDZD       ;     982.68
CCE-15-21-45NSLNT5;OP50 set-CH12                 ;D110    ;81;P50 ;08/09/20;07:18:43;ZDZD       ;     992.77
CCE-15-21-45NSLNT6;OP50 set-CH11                 ;D110    ;81;P50 ;08/09/20;07:18:43;ZDZD       ;     953.52
CCE-15-21-45NSLNT7;OP50 set-CH10                 ;D110    ;81;P50 ;08/09/20;07:18:43;ZDZD       ;    1179.57
CCE-15-21-45NSLNT8;OP50 set-CH09                 ;D110    ;81;P50 ;08/09/20;07:18:43;ZDZD       ;    1130.87
CCE-15-21-73KKPG32;OP50 set-CH26                 ;D110    ;81;P50 ;08/09/20;07:18:40;ZDZD       ;    1060.91
CCE-15-21-73KKPG33;OP50 set-CH25                 ;D110    ;81;P50 ;08/09/20;07:18:40;ZDZD       ;    1110.88
CCE-15-21-B8NAA316;OP50 set-CH34                 ;D110    ;81;P50 ;08/09/20;07:18:41;ZDZD       ;    1295.32
CCE-15-21-B8NAA317;OP50 set-CH33                 ;D110    ;81;P50 ;08/09/20;07:18:41;ZDZD       ;    1295.32
CCE-15-21-B8NAA318;OP50 set-CH32                 ;D110    ;81;P50 ;08/09/20;07:18:41;ZDZD       ;    1243.61
CCE-15-21-B8NAA319;OP50 set-CH35                 ;D110    ;81;P50 ;08/09/20;07:18:42;ZDZD       ;    1295.32
CCE-15-21-CX03LINK;OP50 set-CF83                 ;D110    ;81;P50 ;10/09/20;08:32:38;MIRKA      ;     967.09
CCE-15-21-CX07LINK;OP50 set-CH17                 ;D110    ;81;P50 ;10/09/20;07:37:19;THONOVAP   ;     969.48
CCE-15-21-H1NAA585;OP50 set-CH24                 ;D110    ;81;P50 ;08/09/20;07:18:40;ZDZD       ;    1090.27
CCE-15-21-H1NAA586;OP50 set-CH23                 ;D110    ;81;P50 ;08/09/20;07:18:40;ZDZD       ;    1135.31
CCE-15-21-H1NAA587;OP50 set-CH22                 ;D110    ;81;P50 ;08/09/20;07:18:41;ZDZD       ;    1027.56
CCE-15-21-H1NAA588;OP50 set-CH21                 ;D110    ;81;P50 ;08/09/20;07:18:44;ZDZD       ;    1027.56
CCE-15-22-45NSLNT1;OP70 set-CH16                 ;D110    ;81;P50 ;08/09/20;07:18:42;ZDZD       ;     987.69
CCE-15-22-45NSLNT2;OP70 set-CH15                 ;D110    ;81;P50 ;08/09/20;07:18:42;ZDZD       ;     987.69
CCE-15-22-45NSLNT3;OP70 set-CH14                 ;D110    ;81;P50 ;08/09/20;07:18:42;ZDZD       ;     982.68
CCE-15-22-45NSLNT4;OP70 set-CH13                 ;D110    ;81;P50 ;08/09/20;07:18:43;ZDZD       ;     982.68
CCE-15-22-45NSLNT5;OP70 set-CH12                 ;D110    ;81;P50 ;08/09/20;07:18:43;ZDZD       ;     992.77
CCE-15-22-45NSLNT6;OP70 set-CH11                 ;D110    ;81;P50 ;08/09/20;07:18:43;ZDZD       ;     953.52
CCE-15-22-45NSLNT7;OP70 set-CH10                 ;D110    ;81;P50 ;08/09/20;07:18:43;ZDZD       ;    1179.57
CCE-15-22-45NSLNT8;OP70 set-CH09                 ;D110    ;81;P50 ;08/09/20;07:18:43;ZDZD       ;    1130.87
CCE-15-22-73KKPG32;OP70 set-CH26                 ;D110    ;81;P50 ;08/09/20;07:18:40;ZDZD       ;    1060.91
CCE-15-22-73KKPG33;OP70 set-CH25                 ;D110    ;81;P50 ;08/09/20;07:18:40;ZDZD       ;    1110.88
CCE-15-22-B8NAA316;OP70 set-CH34                 ;D110    ;81;P50 ;08/09/20;07:18:41;ZDZD       ;    1295.32
CCE-15-22-B8NAA317;OP70 set-CH33                 ;D110    ;81;P50 ;08/09/20;07:18:41;ZDZD       ;    1295.32
CCE-15-22-B8NAA318;OP70 set-CH32                 ;D110    ;81;P50 ;08/09/20;07:18:41;ZDZD       ;    1243.61
CCE-15-22-B8NAA319;OP70 set-CH35                 ;D110    ;81;P50 ;08/09/20;07:18:42;ZDZD       ;    1295.32
CCE-15-22-CX03LINK;OP70 set-CF83                 ;D110    ;81;P50 ;10/09/20;08:33:20;MIRKA      ;     967.09
CCE-15-22-CX07LINK;OP70 set-CH17                 ;D110    ;81;P50 ;10/09/20;07:44:47;THONOVAP   ;     969.48
CCE-15-22-H1NAA585;OP70 set-CH24                 ;D110    ;81;P50 ;08/09/20;07:18:40;ZDZD       ;    1090.27
CCE-15-22-H1NAA586;OP70 set-CH23                 ;D110    ;81;P50 ;08/09/20;07:18:40;ZDZD       ;    1135.31
CCE-15-22-H1NAA587;OP70 set-CH22                 ;D110    ;81;P50 ;08/09/20;07:18:41;ZDZD       ;    1027.56
CCE-15-22-H1NAA588;OP70 set-CH21                 ;D110    ;81;P50 ;08/09/20;07:18:44;ZDZD       ;    1027.56
CCE-15-23-45NSLNT1;Bracket II set-CH16           ;D110    ;81;P50 ;08/09/20;07:18:42;ZDZD       ;     987.69
CCE-15-23-45NSLNT2;Bracket II set-CH15           ;D110    ;81;P50 ;08/09/20;07:18:42;ZDZD       ;     987.69
CCE-15-23-45NSLNT3;Bracket II set-CH14           ;D110    ;81;P50 ;08/09/20;07:18:42;ZDZD       ;     982.68
CCE-15-23-45NSLNT4;Bracket II set-CH13           ;D110    ;81;P50 ;08/09/20;07:18:43;ZDZD       ;     982.68
CCE-15-23-45NSLNT5;Bracket II set-CH12           ;D110    ;81;P50 ;08/09/20;07:18:43;ZDZD       ;     992.77
CCE-15-23-45NSLNT6;Bracket II set-CH11           ;D110    ;81;P50 ;08/09/20;07:18:43;ZDZD       ;     953.52
CCE-15-23-45NSLNT7;Bracket II set-CH10           ;D110    ;81;P50 ;08/09/20;07:18:43;ZDZD       ;    1179.57
CCE-15-23-45NSLNT8;Bracket II set-CH09           ;D110    ;81;P50 ;08/09/20;07:18:43;ZDZD       ;    1130.87
CCE-15-23-73KKPG32;Bracket II set-CH26           ;D110    ;81;P50 ;08/09/20;07:18:40;ZDZD       ;    1060.91
CCE-15-23-73KKPG33;Bracket II set-CH25           ;D110    ;81;P50 ;08/09/20;07:18:40;ZDZD       ;    1110.88
CCE-15-23-B8NAA316;Bracket II set-CH34           ;D110    ;81;P50 ;08/09/20;07:18:41;ZDZD       ;    1295.32
CCE-15-23-B8NAA317;Bracket II set-CH33           ;D110    ;81;P50 ;08/09/20;07:18:41;ZDZD       ;    1295.32
